sms_id,sender_id,is_sender_in_contacts,sms_body,sms_date,is_spam
S409002A166504,Refunds,FALSE,"Nadav Numeric Algorithms, our records show you are eligible for a tax refund. Visit https://tax-claim.com/00keis8w before 23/12/2023, 10:34. Click here: http://verify-tax.org/yaoq3ikj.","02/12/2024, 14:31",TRUE
S596315A917276,Ron numeric algorithms,TRUE,Check the draft I sent for the numeric algorithms paper,"30/11/2024, 09:46",FALSE
S626884A896680,Aya,TRUE,Dinner with the team is set for Friday. Let me know if youll join!,"29/11/2024, 12:16",FALSE
S688593A364525,Aya,TRUE,Meeting scheduled at 10:30 tomorrow. Dont forget the presentation materials!,"03/12/2024, 10:02",FALSE
S982717A360757,Shiri,TRUE,Ill call you back later.,"01/12/2024, 11:13",FALSE
S409111A166504,TzometSfarim,FALSE,"Nadav, a reminder for your birthday discount: 50 on the second book! Dont miss out before it expires at the end of the month.","02/12/2024, 14:32",FALSE
S505746A208344,Guy My Love,TRUE,"Im having issues with Whatsapp, lets talk here","30/11/2024, 09:47",FALSE
S399289A990881,HopeForIsrael,TRUE,What would you do to thank our soldiers? 1. Pray 2. Donate 3. Keep Shabbat,"29/11/2024, 12:17",FALSE
S227640A257056,Alex,TRUE,Got some exciting news to share!!! call me when youre free!,"03/12/2024, 10:03",FALSE
S464634A734428,John,TRUE,Saw something funny today that totally reminded me of you!! ,"01/12/2024, 11:14",FALSE
S883135A243075,Sarah,TRUE,Game night at my place on Friday! Are you in?,"02/12/2024, 14:33",FALSE
S346807A728799,John,TRUE,Do you want to join for dinner tomorrow?,"30/11/2024, 09:48",FALSE
S815997A181976,Emily,TRUE,Miss you! Lets catch up soon.,"30/11/2024, 18:02",FALSE
S127588A142811,Sarah,TRUE,Just checking in. How have you been?,"29/11/2024, 11:47",FALSE
S630113A730895,Michael,TRUE,Can you believe its been a year since our trip?,"28/11/2024, 14:32",FALSE
S580806A532034,Michael,TRUE,Can you send me that recipe you mentioned the other day?,"02/12/2024, 14:32",FALSE
S235137A436134,Rachel,TRUE,Im thinking of getting a new book. Any recommendations?,"30/11/2024, 09:47",FALSE
S987689A111471,Rachel,TRUE,Meet for brunch on Sunday. What do you think?,"29/11/2024, 12:17",FALSE
S252484A546516,Michael,TRUE,Thanks for helping me out the other day. I owe you!,"03/12/2024, 10:03",FALSE
S512829A531481,John,TRUE,Saw something funny today that totally reminded me of you haha https://www.youtube.com/watch?vR3CZMn6z0ZIab_channelSaturdayNightLive,"30/11/2024, 09:48",FALSE
S970604A859789,Emily,TRUE,Did you see the photos from last night? They turned out great!,"29/11/2024, 12:18",FALSE
S936463A791145,Rachel,TRUE,Thinking about youhope all is well!,"30/11/2024, 09:49",FALSE
S608014A730055,Dana,TRUE,When are we going shopping????,"15/03/2024, 10:54",FALSE
S821639A531892,Boaz,TRUE,I saw the funniest memetotally reminded me of you!,"06/11/2024, 09:28",FALSE
S214546A176123,Boaz,TRUE,Let me know when you get home ok?,"07/11/2024, 14:46",FALSE
S780875A622739,Tomer,TRUE,Were you in the seminar today?,"02/11/2024, 20:21",FALSE
S443432A236875,Dani,TRUE,Youre not going to believe thiscall me when you can!,"05/01/2023, 20:28",FALSE
S812897A733549,Dana,TRUE,Are we going to see wicked??,"22/01/2023, 19:58",FALSE
S778277A332278,Eden,TRUE,What time are you free today? Lets catch up.,"28/10/2023, 17:34",FALSE
S903279A317893,Tomer,TRUE,Have you checked out that new place downtown? Its amazing!,"22/01/2023, 11:33",FALSE
S170996A136361,Noga,TRUE,Im craving pizza. Want to join me for some?,"29/10/2024, 12:04",FALSE
S756561A304739,Amit,TRUE,Let me know when youre homeIve got something for you.,"10/09/2024, 10:35",FALSE
S715954A100760,Or,TRUE,Got any weekend plans? Lets do something fun.,"06/08/2024, 15:53",FALSE
S533014A727811,Dani,TRUE,When are we going shopping? I need your advice on something.,"28/08/2024, 10:08",FALSE
S258591A545193,Tomer,TRUE,Just saw your story. Looks like you had a great time!,"22/08/2024, 14:12",FALSE
S315614A807140,Shiri,TRUE,Can you believe its already December? This year flew by!,"22/08/2024, 14:15",FALSE
S200748A245704,Amir,TRUE,Did you see the group chat? That was hilarious!,"16/01/2024, 20:04",FALSE
S829785A628865,Or,TRUE,Morning! Do you want to grab breakfast together?,"06/03/2024, 20:13",FALSE
S235137A436135,Dani,TRUE,"You have to listen to this song, youll love it! https://www.youtube.com/watch?vBY_XwvKogC8listRDMMBY_XwvKogC8start_radio1ab_channelBillieEilishVEVO","30/04/2024, 20:19",FALSE
S987689A111472,Dani,TRUE,Thats great! How about this one? https://www.youtube.com/watch?vHjBo--1n8lIlistRDMMBY_XwvKogC8index2ab_channelNFL,"17/06/2024, 20:21",FALSE
S252484A546517,Dani,TRUE,I have it in loop allll dayyyy https://www.youtube.com/watch?vLrUm1UKwwiwlistRDMMBY_XwvKogC8index3ab_channelArianaGrande-Topic,"13/06/2024, 12:03",FALSE
S227640A257057,Bit,FALSE,Noam sent you money via bit! 75 NIS are waiting for you in bit app. Approve it now: https://bitpay.com/app/transaction-info?i282FX63,"13/06/2024, 10:15",FALSE
S464634A734429,Bit,FALSE,Guy My Love sent you money via bit! 133 NIS are waiting for you in bit app. Approve it now: https://bitpay.com/app/transaction-info?i282FX64,"03/07/2024, 13:41",FALSE
S883135A243076,Bit,FALSE,Shiri sent you money via bit! 31 NIS are waiting for you in bit app. Approve it now: https://bitpay.com/app/transaction-info?i282FX65,"11/08/2024, 10:33",FALSE
S346807A728800,Bit,FALSE,Dani sent you money via bit! 45 NIS are waiting for you in bit app. Approve it now: https://bitpay.com/app/transaction-info?i282FX66,"12/08/2024, 14:22",FALSE
S815997A181977,Bit,FALSE,Tamari sent you money via bit! 112 NIS are waiting for you in bit app. Approve it now: https://bitpay.com/app/transaction-info?i282FX67,"12/07/2023, 09:20",FALSE
S127588A142812,Bit,FALSE,Regev CS Technion sent you money via bit! 47 NIS are waiting for you in bit app. Approve it now: https://bitpay.com/app/transaction-info?i282FX68,"28/11/2023, 13:56",FALSE
S630113A730896,Bit,FALSE,Noam sent you money via bit! 91 NIS are waiting for you in bit app. Approve it now: https://bitpay.com/app/transaction-info?i282FX69,"07/12/2023, 10:41",FALSE
S580806A532035,Bit,FALSE,Ido  CS Technion sent you money via bit! 24 NIS are waiting for you in bit app. Approve it now: https://bitpay.com/app/transaction-info?i282FX70,"29/10/2023, 13:23",FALSE
S352109A844424,Bit,FALSE,Amit  CS Technion sent you money via bit! 47 NIS are waiting for you in bit app. Approve it now: https://bitpay.com/app/transaction-info?i282FX71,"29/10/2023, 15:14",FALSE
S476521A000764,Bit,FALSE,Mia sent you money via bit! 123 NIS are waiting for you in bit app. Approve it now: https://bitpay.com/app/transaction-info?i282FX72,"25/02/2024, 11:14",FALSE
S734689A282911,Bit,FALSE,Alma sent you money via bit! 230 NIS are waiting for you in bit app. Approve it now: https://bitpay.com/app/transaction-info?i282FX73,"08/02/2024, 09:55",FALSE
S512829A531482,Bit,FALSE,Inna sent you money via bit! 63 NIS are waiting for you in bit app. Approve it now: https://bitpay.com/app/transaction-info?i282FX74,"18/03/2024, 13:09",FALSE
S970604A859790,Bit,FALSE,Yael Fink sent you money via bit! 45 NIS are waiting for you in bit app. Approve it now: https://bitpay.com/app/transaction-info?i282FX75,"16/04/2024, 10:28",FALSE
S936463A791146,Bit,FALSE,Boaz sent you money via bit! 100 NIS are waiting for you in bit app. Approve it now: https://bitpay.com/app/transaction-info?i282FX76,"02/04/2024, 20:14",FALSE
S608014A730056,Bit,FALSE,Noga CS Technion sent you money via bit! 25 NIS are waiting for you in bit app. Approve it now: https://bitpay.com/app/transaction-info?i282FX77,"03/06/2024, 09:05",FALSE
S821639A531893,Bit,FALSE,Or CS sent you money via bit! 50 NIS are waiting for you in bit app. Approve it now: https://bitpay.com/app/transaction-info?i282FX78,"21/08/2022, 16:52",FALSE
S214546A176124,Bit,FALSE,Nadav - Guys brother sent you money via bit! 33 NIS are waiting for you in bit app. Approve it now: https://bitpay.com/app/transaction-info?i282FX79,"15/02/2023, 21:47",FALSE
S780875A622740,Bit,FALSE,Eyal sent you money via bit! 46 NIS are waiting for you in bit app. Approve it now: https://bitpay.com/app/transaction-info?i282FX80,"05/03/2023, 20:43",FALSE
S443432A236876,Bit,FALSE,Lama sent you money via bit! 55 NIS are waiting for you in bit app. Approve it now: https://bitpay.com/app/transaction-info?i282FX81,"06/03/2023, 11:36",FALSE
S227640A257058,Bit,FALSE,Noam sent you money via bit! 75 NIS are waiting for you in bit app. Approve it now: https://bitpay.com/app/transaction-info?i282FX91,"02/05/2023, 20:18",FALSE
S464634A734430,Bit,FALSE,Shiri sent you money via bit! 100 NIS are waiting for you in bit app. Approve it now: https://bitpay.com/app/transaction-info?i282FX92,"21/05/2023, 20:56",FALSE
S883135A243077,Bit,FALSE,Guy sent you money via bit! 150 NIS are waiting for you in bit app. Approve it now: https://bitpay.com/app/transaction-info?i282FX93,"11/05/2023, 18:38",FALSE
S346807A728801,Bit,FALSE,Tamar sent you money via bit! 200 NIS are waiting for you in bit app. Approve it now: https://bitpay.com/app/transaction-info?i282FX94,"21/06/2023, 10:15",FALSE
S815997A181978,Bit,FALSE,Noga CS Technion sent you money via bit! 90 NIS are waiting for you in bit app. Approve it now: https://bitpay.com/app/transaction-info?i282FX95,"24/07/2023, 18:28",FALSE
S127588A142813,Bit,FALSE,Alma sent you money via bit! 120 NIS are waiting for you in bit app. Approve it now: https://bitpay.com/app/transaction-info?i282FX96,"02/10/2023, 15:12",FALSE
S630113A730897,Bit,FALSE,Inna sent you money via bit! 50 NIS are waiting for you in bit app. Approve it now: https://bitpay.com/app/transaction-info?i282FX97,"27/01/2022, 09:08",FALSE
S580806A532036,Bit,FALSE,Dani sent you money via bit! 110 NIS are waiting for you in bit app. Approve it now: https://bitpay.com/app/transaction-info?i282FX98,"01/03/2022, 12:33",FALSE
S235137A436136,Bit,FALSE,Amit CS Technion sent you money via bit! 30 NIS are waiting for you in bit app. Approve it now: https://bitpay.com/app/transaction-info?i282FX99,"29/11/2021, 18:13",FALSE
S987689A111473,Bit,FALSE,Yael Fink sent you money via bit! 80 NIS are waiting for you in bit app. Approve it now: https://bitpay.com/app/transaction-info?i282FX100,"21/05/2022, 20:40",FALSE
S252484A546518,Guy My Love,TRUE,This is us https://www.facebook.com/share/v/18eJiaF4in/,"21/06/2023, 10:16",FALSE
S512829A531483,Guy My Love,TRUE,Stavi did you call Gigi?,"24/07/2023, 18:29",FALSE
S970604A859791,Guy My Love,TRUE,Ill call you back,"02/10/2023, 15:13",FALSE
S936463A791147,Guy My Love,TRUE,Stavi we have to try this https://www.youtube.com/shorts/xEF9u6K0WBc,"27/01/2022, 09:09",FALSE
S608014A730057,Guy My Love,TRUE,Try this parking Use Waze to drive to Haifa: https://waze.com/ul/hsvbfs5sps,"01/03/2022, 12:34",FALSE
S883135A243078,M_Hashuk ,FALSE,Your order from Makhsanei Hashuk has been collected. Click here to view the receipt: https://M_Hashuk.com/r87SA3,"06/11/2024, 09:29",FALSE
S346807A728802,M_Hashuk ,FALSE,Your order from Makhsanei Hashuk has been collected. Click here to view the receipt: https://M_Hashuk.com/r198S2,"07/11/2024, 14:47",FALSE
S815997A181979,M_Hashuk ,FALSE,Your order from Makhsanei Hashuk has been collected. Click here to view the receipt: https://M_Hashuk.com/r64A28,"02/11/2024, 20:22",FALSE
S127588A142814,M_Hashuk ,FALSE,Your order from Makhsanei Hashuk has been collected. Click here to view the receipt: https://M_Hashuk.com/r87SA4,"05/01/2023, 20:29",FALSE
S630113A730898,M_Hashuk ,FALSE,Your order from Makhsanei Hashuk has been collected. Click here to view the receipt: https://M_Hashuk.com/r198S3,"22/01/2023, 19:59",FALSE
S580806A532037,M_Hashuk ,FALSE,Your order from Makhsanei Hashuk has been collected. Click here to view the receipt: https://M_Hashuk.com/r64A29,"28/10/2023, 17:35",FALSE
S235137A436137,M_Hashuk ,FALSE,Your order from Makhsanei Hashuk has been collected. Click here to view the receipt: https://M_Hashuk.com/r87SA5,"22/01/2023, 11:34",FALSE
S987689A111474,M_Hashuk ,FALSE,Your order from Makhsanei Hashuk has been collected. Click here to view the receipt: https://M_Hashuk.com/r198S4,"29/10/2024, 12:05",FALSE
S252484A546519,M_Hashuk ,FALSE,Your order from Makhsanei Hashuk has been collected. Click here to view the receipt: https://M_Hashuk.com/r64A30,"10/09/2024, 10:36",FALSE
S512829A531484,M_Hashuk ,FALSE,Your order from Makhsanei Hashuk has been collected. Click here to view the receipt: https://M_Hashuk.com/r87SA6,"06/08/2024, 15:54",FALSE
S970604A859792,M_Hashuk ,FALSE,Your order from Makhsanei Hashuk has been collected. Click here to view the receipt: https://M_Hashuk.com/r198S5,"28/08/2024, 10:09",FALSE
S936463A791148,M_Hashuk ,FALSE,Your order from Makhsanei Hashuk has been collected. Click here to view the receipt: https://M_Hashuk.com/r64A31,"22/08/2024, 14:18",FALSE
S608014A730058,M_Hashuk ,FALSE,Your order from Makhsanei Hashuk has been collected. Click here to view the receipt: https://M_Hashuk.com/r87SA7,"22/08/2024, 14:21",FALSE
S123456A788433,M_Hashuk ,FALSE,Your order from Makhsanei Hashuk has been collected. Click here to view the receipt: https://M_Hashuk.com/r198S6,"16/01/2024, 20:05",FALSE
S970604A859793,M_Hashuk ,FALSE,Your order from Makhsanei Hashuk has been collected. Click here to view the receipt: https://M_Hashuk.com/r64A32,"06/03/2024, 20:14",FALSE
S936463A791149,M_Hashuk ,FALSE,Your order from Makhsanei Hashuk has been collected. Click here to view the receipt: https://M_Hashuk.com/r87SA8,"30/04/2024, 20:20",FALSE
S734689A482912,M_Hashuk ,FALSE,Your order from Makhsanei Hashuk has been collected. Click here to view the receipt: https://M_Hashuk.com/r198S7,"17/06/2024, 20:22",FALSE
S608014A730059,M_Hashuk ,FALSE,Your order from Makhsanei Hashuk has been collected. Click here to view the receipt: https://M_Hashuk.com/r64A33,"13/06/2024, 12:04",FALSE
S123456A788434,M_Hashuk ,FALSE,Your order from Makhsanei Hashuk has been collected. Click here to view the receipt: https://M_Hashuk.com/r87SA9,"13/06/2024, 10:16",FALSE
S970604A859794,M_Hashuk ,FALSE,Your order from Makhsanei Hashuk has been collected. Click here to view the receipt: https://M_Hashuk.com/r198S8,"03/07/2024, 13:42",FALSE
S936463A791150,M_Hashuk ,FALSE,Your order from Makhsanei Hashuk has been collected. Click here to view the receipt: https://M_Hashuk.com/r64A34,"11/08/2024, 10:34",FALSE
S734689A481113,M_Hashuk ,FALSE,Your order from Makhsanei Hashuk has been collected. Click here to view the receipt: https://M_Hashuk.com/r87SA10,"12/08/2024, 14:23",FALSE
S608014A730060,M_Hashuk ,FALSE,Your order from Makhsanei Hashuk has been collected. Click here to view the receipt: https://M_Hashuk.com/r198S9,"12/07/2023, 09:21",FALSE
S123456A788435,M_Hashuk ,FALSE,Your order from Makhsanei Hashuk has been collected. Click here to view the receipt: https://M_Hashuk.com/r64A35,"28/11/2023, 13:57",FALSE
S970604A859795,M_Hashuk ,FALSE,Your order from Makhsanei Hashuk has been collected. Click here to view the receipt: https://M_Hashuk.com/r87SA11,"07/12/2023, 10:42",FALSE
S734689A481114,yellow,FALSE,"A new receipt has been received from Paz.
To view, click here:
public.pairzon.com/1250/ZgmFnoEaoRqbwpArJAXx
The receipt will automatically move to the system.
For terms of use and privacy:
bit.ly/pazpriv","27/01/2022, 09:10",FALSE
S608014A730061,yellow,FALSE,"A new receipt has been received from Paz.
To view, click here:
public.pairzon.com/1781/ZgAs5Gf6FArJ781SdAXt
The receipt will automatically move to the system.
For terms of use and privacy:
bit.ly/pazpriv","01/03/2022, 12:35",FALSE
S123456A788436,yellow,FALSE,"A new receipt has been received from Paz.
To view, click here:
public.pairzon.com/1236/sEr18D2S6gD7J99aSfv
The receipt will automatically move to the system.
For terms of use and privacy:
bit.ly/pazpriv","06/11/2024, 09:30",FALSE
S970604A859796,yellow,FALSE,"A new receipt has been received from Paz.
To view, click here:
public.pairzon.com/2501/ZGmFnoEqwrYbprAJTXc
The receipt will automatically move to the system.
For terms of use and privacy:
bit.ly/pazpriv","07/11/2024, 14:48",FALSE
S734689A481115,yellow,FALSE,"A new receipt has been received from Paz.
To view, click here:
public.pairzon.com/3002/ApzFgKoMqRt7wV9LJnCc
The receipt will automatically move to the system.
For terms of use and privacy:
bit.ly/pazpriv","02/11/2024, 20:23",FALSE
S608014A730062,yellow,FALSE,"A new receipt has been received from Paz.
To view, click here:
public.pairzon.com/1783/QrpNoAwtQqBgpXJhMNpK
The receipt will automatically move to the system.
For terms of use and privacy:
bit.ly/pazpriv","05/01/2023, 20:30",FALSE
S123456A785432,yellow,FALSE,"A new receipt has been received from Paz.
To view, click here:
public.pairzon.com/5432/LMmNoWEqFpQzBrJA76Xt
The receipt will automatically move to the system.
For terms of use and privacy:
bit.ly/pazpriv","22/01/2023, 19:60",FALSE
S970604A859797,yellow,FALSE,"A new receipt has been received from Paz.
To view, click here:
public.pairzon.com/6145/FGpVoTBrMoQJ9RtKZ6Cc
The receipt will automatically move to the system.
For terms of use and privacy:
bit.ly/pazpriv","28/10/2023, 17:36",FALSE
S734689A481116,yellow,FALSE,"A new receipt has been received from Paz.
To view, click here:
public.pairzon.com/7891/RTaNpWLQrMoYZ7XpA6Cc
The receipt will automatically move to the system.
For terms of use and privacy:
bit.ly/pazpriv","22/01/2023, 11:35",FALSE
S734689A482763,yellow,FALSE,"A new receipt has been received from Paz.
To view, click here:
public.pairzon.com/9876/ZMpFgQrYtNo6JA7BXpTC
The receipt will automatically move to the system.
For terms of use and privacy:
bit.ly/pazpriv","29/10/2024, 12:06",FALSE
S970604A859798,yellow,FALSE,"A new receipt has been received from Paz.
To view, click here:
public.pairzon.com/3354/NPyWoQrMoT9LpZXJ76Ca
The receipt will automatically move to the system.
For terms of use and privacy:
bit.ly/pazpriv","10/09/2024, 10:37",FALSE
S734689A484410,yellow,FALSE,"A new receipt has been received from Paz.
To view, click here:
public.pairzon.com/1278/QTZNoW7XMpLrYA6JBpCa
The receipt will automatically move to the system.
For terms of use and privacy:
bit.ly/pazpriv","06/08/2024, 15:55",FALSE
S734689A486057,yellow,FALSE,"A new receipt has been received from Paz.
To view, click here:
public.pairzon.com/9021/ZQoNpW6YTJ7XBrLpACCa
The receipt will automatically move to the system.
For terms of use and privacy:
bit.ly/pazpriv","28/08/2024, 10:10",FALSE
S970604A859799,yellow,FALSE,"A new receipt has been received from Paz.
To view, click here:
public.pairzon.com/1468/ZMxFgBrWoQNZLp6JA7TC
The receipt will automatically move to the system.
For terms of use and privacy:
bit.ly/pazpriv","22/08/2024, 14:24",FALSE
S734689A487705,yellow,FALSE,"A new receipt has been received from Paz.
To view, click here:
public.pairzon.com/5632/QWoTZ7LpBrYNoXA6MpCa
The receipt will automatically move to the system.
For terms of use and privacy:
bit.ly/pazpriv","22/08/2024, 14:27",FALSE
S734689A489366,yellow,FALSE,"A new receipt has been received from Paz.
To view, click here:
public.pairzon.com/8471/RTNoYQWZLpBr6JA7XMpCa
The receipt will automatically move to the system.
For terms of use and privacy:
bit.ly/pazpriv","16/01/2024, 20:06",FALSE
S608014A732062,yellow,FALSE,"A new receipt has been received from Paz.
To view, click here:
public.pairzon.com/9754/MNoQWoZBrLpYJ6TA7XpCa
The receipt will automatically move to the system.
For terms of use and privacy:
bit.ly/pazpriv","06/03/2024, 20:15",FALSE
S123456A788198,yellow,FALSE,"A new receipt has been received from Paz.
To view, click here:
public.pairzon.com/5681/ZQoNpWBrMoJ6TA7XpLYCa
The receipt will automatically move to the system.
For terms of use and privacy:
bit.ly/pazpriv","30/04/2024, 20:21",FALSE
S608014A732099,yellow,FALSE,"A new receipt has been received from Paz.
To view, click here:
public.pairzon.com/3782/RTNoYQJZLpBrW6MpA7Ca
The receipt will automatically move to the system.
For terms of use and privacy:
bit.ly/pazpriv","17/06/2024, 20:23",FALSE
S012345A678912,yellow,FALSE,"A new receipt has been received from Paz.
To view, click here:
public.pairzon.com/2194/ZLpNoWQYJ6BrTA7MpXCa
The receipt will automatically move to the system.
For terms of use and privacy:
bit.ly/pazpriv","13/06/2024, 12:05",FALSE
S970604A859822,yellow,FALSE,"A new receipt has been received from Paz.
To view, click here:
public.pairzon.com/8946/QWZNoYJ6BrMpTA7LpXCca
The receipt will automatically move to the system.
For terms of use and privacy:
bit.ly/pazpriv","13/06/2024, 10:17",FALSE
S734689A498651,yellow,FALSE,"A new receipt has been received from Paz.
To view, click here:
public.pairzon.com/4513/MNoYBrQWZLpJ6TA7XpCa
The receipt will automatically move to the system.
For terms of use and privacy:
bit.ly/pazpriv","03/07/2024, 13:43",FALSE
S734689A491118,yellow,FALSE,"A new receipt has been received from Paz.
To view, click here:
public.pairzon.com/6723/ZQWoBrJ6LpMpTA7NoYXCca
The receipt will automatically move to the system.
For terms of use and privacy:
bit.ly/pazpriv","11/08/2024, 10:35",FALSE
S734689A487774,VIVINO,FALSE,"Hello Stav Aviram, Your reservation for VIVINO Italy on  July 5th, from 20:15 to 22:15 for 2 guests has been received and confirmed.

The table is located in the Mario Bar area.

Please note: parking across the restaurant is free at all hours of the day.

Looking forward to hosting you.
Arrivederci!

https://waze.com/ul/hsbvf2v1j
https://tbit.be/WSbrXm","02/07/2024, 14:24",FALSE
S734689A489651,VIVINO,FALSE,"Hello stav Aviram,
We hope you enjoyed your recent visit to VIVINO Italy.
Wed love to hear your feedback about your experience!

Please take a moment to share your thoughts here:
https://feedback.vivino.com/r3764

Thank you, and we look forward to seeing you again soon!","06/07/2024, 09:22",FALSE
S970604A859800,VIVINO,FALSE,"Hello Stav Aviram, Your reservation for VIVINO Italy on July 12th, from 18:30 to 20:30 for 4 guests has been received and confirmed.

The table is located in the Main Hall area.

Please note: parking across the restaurant is free at all hours of the day.

Looking forward to hosting you.
Arrivederci!


https://waze.com/ul/hsbvf2v1j
https://tbit.be/WSbrXm","10/07/2024, 15:30",FALSE
S734689A433668,VIVINO,FALSE,"Hello Stav Aviram, Your reservation for VIVINO Italy on July 19th, from 19:00 to 21:00 for 3 guests has been received and confirmed.

The table is located in the Outdoor Garden area.

Please note: parking across the restaurant is free at all hours of the day.

Looking forward to hosting you.
Arrivederci!


https://waze.com/ul/hsbvf2v1j
https://tbit.be/WSbrXm","17/07/2024, 16:00",FALSE
S734689A499775,VIVINO,FALSE,"Hello Stav Aviram, Your reservation for VIVINO Italy on July 26th, from 20:00 to 22:00 for 2 guests has been received and confirmed.

The table is located in the Wine Cellar area.

Please note: parking across the restaurant is free at all hours of the day.

Looking forward to hosting you.
Arrivederci!


https://waze.com/ul/hsbvf2v1j
https://tbit.be/WSbrXm","24/07/2024, 13:45",FALSE
S734689A491027,VIVINO,FALSE,"Hello Stav Aviram, Your reservation for VIVINO Italy on August 2nd, from 18:45 to 20:45 for 5 guests has been received and confirmed.

The table is located in the VIP Lounge area.

Please note: parking across the restaurant is free at all hours of the day.

Looking forward to hosting you.
Arrivederci!


https://waze.com/ul/hsbvf2v1j
https://tbit.be/WSbrXm","31/07/2024, 14:10",FALSE
S734689A492688,VIVINO,FALSE,"Hello Stav Aviram, Your reservation for VIVINO Italy on August 9th, from 20:30 to 22:30 for 6 guests has been received and confirmed.

The table is located in the Chefs Table area.

Please note: parking across the restaurant is free at all hours of the day.

Looking forward to hosting you.
Arrivederci!


https://waze.com/ul/hsbvf2v1j
https://tbit.be/WSbrXm","07/08/2024, 17:20",FALSE
S608014A732063,VIVINO,FALSE,"Hello Stav Aviram,
We hope you enjoyed your recent visit to VIVINO Italy.
Wed love to hear your feedback about your experience!

Please take a moment to share your thoughts here:
https://feedback.vivino.com/r7615
Thank you, and we look forward to seeing you again soon!","13/07/2024, 10:00",FALSE
S123456A788199,VIVINO,FALSE,"Hello Stav Aviram,
We hope you enjoyed your recent visit to VIVINO Italy.
Wed love to hear your feedback about your experience!

Please take a moment to share your thoughts here:
https://feedback.vivino.com/r1837

Thank you, and we look forward to seeing you again soon!","20/07/2024, 11:15",FALSE
S608014A732100,VIVINO,FALSE,"Hello Stav Aviram,
We hope you enjoyed your recent visit to VIVINO Italy.
Wed love to hear your feedback about your experience!

Please take a moment to share your thoughts here:
https://feedback.vivino.com/r1288

Thank you, and we look forward to seeing you again soon!","28/07/2024, 09:50",FALSE
S012345A678913,VIVINO,FALSE,"Hello Stav Aviram,
We hope you enjoyed your recent visit to VIVINO Italy.
Wed love to hear your feedback about your experience!

Please take a moment to share your thoughts here:
https://feedback.vivino.com/r1982

Thank you, and we look forward to seeing you again soon!","04/08/2024, 08:30",FALSE
S970604A859823,VIVINO,FALSE,"Hello Stav Aviram,
We hope you enjoyed your recent visit to VIVINO Italy.
Wed love to hear your feedback about your experience!

Please take a moment to share your thoughts here:
https://feedback.vivino.com/r5471

Thank you, and we look forward to seeing you again soon!","11/08/2024, 09:45",FALSE
S734689A490283,Dominos_Pizza,FALSE,"Hi Nadav, thank you for ordering from Dominos Pizza! We hope you enjoyed your meal. Wed love to hear your feedback. Please share your thoughts here: https://feedback.dominos.com/order/2301","30/11/2022, 14:01",FALSE
S608014A732131,Dominos_Pizza,FALSE,"Hi Nadav, thank you for ordering from Dominos Pizza! We hope you enjoyed your meal. Wed love to hear your feedback. Please share your thoughts here: https://feedback.dominos.com/order/0112","17/07/2022, 16:01",FALSE
S012345A678955,Dominos_Pizza,FALSE,"Hi Nadav, thank you for ordering from Dominos Pizza! We hope you enjoyed your meal. Wed love to hear your feedback. Please share your thoughts here: https://feedback.dominos.com/order/1259","24/07/2023, 13:46",FALSE
S970604A859814,Dominos_Pizza,FALSE,"Hi Nadav, thank you for ordering from Dominos Pizza! We hope you enjoyed your meal. Wed love to hear your feedback. Please share your thoughts here: https://feedback.dominos.com/order/0404","31/07/2023, 14:11",FALSE
S970604A859801,Dominos_Pizza,FALSE,"Hi Nadav, thank you for ordering from Dominos Pizza! We hope you enjoyed your meal. Wed love to hear your feedback. Please share your thoughts here: https://feedback.dominos.com/order/0895","07/08/2023, 17:21",FALSE
S734689A565882,Dominos_Pizza,FALSE,"Hi Nadav, thank you for ordering from Dominos Pizza! We hope you enjoyed your meal. Wed love to hear your feedback. Please share your thoughts here: https://feedback.dominos.com/order/7246","13/07/2023, 10:01",FALSE
S734689A631989,Dominos_Pizza,FALSE,"Hi Nadav, thank you for ordering from Dominos Pizza! We hope you enjoyed your meal. Wed love to hear your feedback. Please share your thoughts here: https://feedback.dominos.com/order/4007","20/07/2024, 11:16",FALSE
S734689A494349,Dominos_Pizza,FALSE,"Hi Nadav, thank you for ordering from Dominos Pizza! We hope you enjoyed your meal. Wed love to hear your feedback. Please share your thoughts here: https://feedback.dominos.com/order/0308","28/07/2024, 09:51",FALSE
S734689A496010,Dominos_Pizza,FALSE,"Hi Nadav, thank you for ordering from Dominos Pizza! We hope you enjoyed your meal. Wed love to hear your feedback. Please share your thoughts here: https://feedback.dominos.com/order/1109","04/08/2024, 08:31",FALSE
S608014A732064,Dominos_Pizza,FALSE,"Hi Nadav, thank you for ordering from Dominos Pizza! We hope you enjoyed your meal. Wed love to hear your feedback. Please share your thoughts here: https://feedback.dominos.com/order/9810","11/08/2024, 09:46",FALSE
S123456A788200,Marva,FALSE,Miss youuuu,"13/07/2024, 10:01",FALSE
S608014A732101,Ido,FALSE,Lol youre so funny,"20/07/2024, 11:16",FALSE
S012345A678974,Ran,FALSE,Wait whattttt,"28/07/2024, 09:51",FALSE
S970604A859824,Ahuva,FALSE,"Hi Nadav, just wanted to say youre awesome! Have a great day!","04/08/2024, 08:31",FALSE
S734689A230933,Asaf,FALSE,"Nadav, lets go for a coffee this week. Its been a while!","11/08/2024, 09:46",FALSE
S734689A219265,Ahuva,FALSE,"Hi Nadav, hope youre doing well. Lets plan a get-together soon.","30/11/2022, 14:02",FALSE
